accelerometerX,accelerometerY,accelerometerZ,gyroX,gyroY,gyroZ,date,time
-0.68,-1.95,9.79,0.01,0.00,-0.00,2025-2-6,20:30:4
-0.72,-2.08,9.59,-0.01,-0.00,-0.00,2025-2-6,20:30:4
-0.55,-2.08,9.84,0.01,-0.01,0.00,2025-2-6,20:30:5
-0.17,-2.10,10.02,-0.01,-0.00,-0.00,2025-2-6,20:30:5
-0.61,-2.08,9.81,0.00,-0.00,-0.00,2025-2-6,20:30:5
-0.13,-2.20,9.79,-0.00,-0.00,-0.00,2025-2-6,20:30:5
-0.26,-2.12,9.79,0.01,-0.00,-0.00,2025-2-6,20:30:5
-0.63,-2.12,9.81,-0.01,0.00,-0.00,2025-2-6,20:30:5
-0.61,-2.12,9.79,0.00,0.01,-0.00,2025-2-6,20:30:5
-0.38,-2.08,9.84,0.01,0.00,-0.00,2025-2-6,20:30:5
-0.44,-2.06,9.77,-0.01,0.00,0.00,2025-2-6,20:30:5
-0.44,-2.08,9.67,0.01,-0.02,-0.01,2025-2-6,20:30:5
-0.36,-2.12,9.61,0.03,-0.01,-0.01,2025-2-6,20:30:5
-0.47,-2.05,9.73,0.04,-0.01,-0.00,2025-2-6,20:30:5
-0.38,-2.08,9.63,-0.00,-0.00,-0.00,2025-2-6,20:30:5
-0.38,-2.10,9.90,-0.03,0.01,0.00,2025-2-6,20:30:5
-0.53,-2.95,10.03,-0.03,0.02,0.01,2025-2-6,20:30:5
-2.35,-2.03,11.32,0.11,0.05,0.00,2025-2-6,20:30:5
-0.80,-1.74,10.51,0.06,-0.03,-0.01,2025-2-6,20:30:5
-0.09,-2.64,8.48,-0.13,-0.02,-0.01,2025-2-6,20:30:5
-0.88,-2.64,9.04,0.03,-0.01,-0.00,2025-2-6,20:30:5
-0.78,-1.89,10.90,0.11,0.02,-0.00,2025-2-6,20:30:5
-0.49,-1.85,10.00,-0.05,0.00,0.00,2025-2-6,20:30:5
-0.32,-2.49,9.02,-0.05,0.02,0.00,2025-2-6,20:30:5
-0.57,-2.08,9.75,0.04,0.00,0.00,2025-2-6,20:30:5
-0.53,-1.97,10.11,-0.01,0.00,0.00,2025-2-6,20:30:5
-0.82,-2.08,9.54,-0.05,0.02,0.00,2025-2-6,20:30:5
-0.49,-2.18,9.33,0.00,-0.00,-0.00,2025-2-6,20:30:5
-1.14,-2.05,9.44,-0.02,0.02,0.00,2025-2-6,20:30:5
-0.21,-2.10,9.46,0.00,-0.01,-0.01,2025-2-6,20:30:5
-0.61,-2.18,9.15,-0.04,-0.01,-0.00,2025-2-6,20:30:5
-0.51,-2.10,10.00,0.02,0.00,0.00,2025-2-6,20:30:6
-0.65,-2.05,9.88,0.01,-0.01,-0.00,2025-2-6,20:30:6
-0.65,-2.08,9.38,-0.05,0.02,0.00,2025-2-6,20:30:6
-1.07,-2.08,9.61,0.03,0.00,-0.00,2025-2-6,20:30:6
-0.19,-2.05,9.61,0.01,-0.01,-0.00,2025-2-6,20:30:6
-0.49,-2.16,9.69,-0.01,-0.01,-0.00,2025-2-6,20:30:6
-0.26,-2.10,9.73,0.02,0.00,-0.00,2025-2-6,20:30:6
-0.42,-2.10,9.61,0.02,-0.01,-0.00,2025-2-6,20:30:6
-0.59,-2.10,9.56,-0.01,0.00,-0.00,2025-2-6,20:30:6
-0.45,-2.08,9.67,0.01,-0.01,-0.00,2025-2-6,20:30:6
-0.57,-2.10,9.86,0.00,-0.00,-0.00,2025-2-6,20:30:6
-0.84,-2.08,9.52,0.00,-0.01,-0.00,2025-2-6,20:30:6
-0.67,-2.08,9.69,-0.00,0.00,-0.00,2025-2-6,20:30:6
-0.51,-2.06,9.75,0.00,-0.00,0.00,2025-2-6,20:30:6
-0.61,-1.97,9.56,-0.03,0.01,0.00,2025-2-6,20:30:6
-0.30,-2.18,9.59,-0.00,0.00,0.00,2025-2-6,20:30:6
-0.57,-2.08,9.94,-0.02,0.02,0.00,2025-2-6,20:30:6
-0.24,-2.10,9.61,-0.01,-0.01,0.00,2025-2-6,20:30:6
-0.53,-2.50,9.65,-0.01,0.00,-0.00,2025-2-6,20:30:6
-0.47,-2.08,9.94,-0.01,0.00,-0.00,2025-2-6,20:30:6
-0.67,-2.06,9.29,0.00,-0.01,-0.00,2025-2-6,20:30:6
-0.53,-2.12,9.58,-0.02,0.01,-0.00,2025-2-6,20:30:6
-0.53,-2.08,9.79,0.00,0.00,-0.00,2025-2-6,20:30:6
-0.42,-2.08,9.75,-0.02,0.01,-0.00,2025-2-6,20:30:6
-0.61,-2.10,9.81,-0.01,0.01,-0.00,2025-2-6,20:30:6
-0.55,-2.08,9.73,0.01,-0.00,0.00,2025-2-6,20:30:6
-0.65,-2.10,9.82,-0.01,-0.00,-0.00,2025-2-6,20:30:6
-0.47,-2.08,9.71,0.00,-0.01,0.00,2025-2-6,20:30:6
-0.44,-2.08,9.63,0.00,0.00,-0.00,2025-2-6,20:30:6
-2.52,-2.39,9.17,-0.00,0.00,-0.00,2025-2-6,20:30:7
-0.68,-1.70,9.75,0.00,0.00,-0.00,2025-2-6,20:30:7
-0.11,-2.08,9.58,0.00,0.01,0.00,2025-2-6,20:30:7
-0.42,-2.10,9.73,0.00,0.00,-0.00,2025-2-6,20:30:7
-0.74,-2.01,10.13,0.01,-0.01,-0.00,2025-2-6,20:30:7
-0.38,-2.14,9.44,-0.02,-0.00,0.00,2025-2-6,20:30:7
-0.76,-2.10,9.67,0.02,0.00,-0.00,2025-2-6,20:30:7
-0.45,-2.05,9.90,0.02,-0.00,0.00,2025-2-6,20:30:7
-0.36,-2.05,9.79,-0.02,-0.01,-0.00,2025-2-6,20:30:7
-0.34,-2.10,9.81,-0.01,-0.00,0.00,2025-2-6,20:30:7
-0.72,-2.28,9.81,0.01,-0.00,0.00,2025-2-6,20:30:7
-0.22,-2.10,10.17,0.01,-0.00,-0.00,2025-2-6,20:30:7
-0.28,-2.22,9.96,-0.02,-0.01,-0.00,2025-2-6,20:30:7
-0.24,-2.24,9.23,0.01,0.01,0.00,2025-2-6,20:30:7
-0.51,-2.35,10.00,-0.01,0.02,-0.00,2025-2-6,20:30:7
-0.99,-2.10,10.03,0.02,-0.01,-0.00,2025-2-6,20:30:7
-0.99,-2.26,9.25,-0.02,-0.01,-0.01,2025-2-6,20:30:7
-0.21,-2.28,10.21,-0.04,0.02,0.00,2025-2-6,20:30:7
-0.34,-2.03,9.44,0.05,-0.01,-0.00,2025-2-6,20:30:7
-0.55,-2.10,9.84,-0.01,0.00,-0.00,2025-2-6,20:30:7
-0.61,-2.18,9.71,-0.01,-0.00,0.00,2025-2-6,20:30:7
-0.65,-2.10,9.58,0.02,0.00,-0.00,2025-2-6,20:30:7
-0.65,-2.08,10.17,-0.00,0.01,-0.00,2025-2-6,20:30:7
-0.57,-2.10,9.35,-0.01,-0.00,-0.00,2025-2-6,20:30:7
-0.59,-2.12,9.75,-0.01,0.00,-0.00,2025-2-6,20:30:7
-0.74,-2.08,9.75,0.01,0.00,-0.00,2025-2-6,20:30:7
-0.34,-2.10,9.54,-0.01,0.00,-0.00,2025-2-6,20:30:7
-0.68,-2.12,9.86,-0.02,0.01,-0.00,2025-2-6,20:30:7
-0.44,-2.08,9.59,0.02,-0.00,0.00,2025-2-6,20:30:7
-0.47,-2.08,9.75,-0.00,-0.00,-0.00,2025-2-6,20:30:8
-0.57,-2.10,9.65,-0.01,0.00,-0.00,2025-2-6,20:30:8
-0.57,-2.10,9.71,0.01,-0.00,-0.00,2025-2-6,20:30:8
-0.47,-2.08,9.77,-0.01,-0.00,-0.00,2025-2-6,20:30:8
-0.42,-2.18,9.58,-0.02,-0.01,-0.00,2025-2-6,20:30:8
-0.82,-2.47,9.65,0.00,-0.00,-0.00,2025-2-6,20:30:8
-0.68,-2.12,9.71,0.00,-0.01,-0.00,2025-2-6,20:30:8
-0.21,-2.10,9.46,-0.02,0.00,-0.00,2025-2-6,20:30:8
-0.51,-2.10,9.56,0.00,0.01,0.00,2025-2-6,20:30:8
-0.13,-2.06,9.81,0.02,-0.00,-0.00,2025-2-6,20:30:8
-0.55,-2.14,9.86,-0.02,-0.00,-0.01,2025-2-6,20:30:8
-0.55,-2.10,9.63,-0.02,0.00,0.00,2025-2-6,20:30:8
-0.59,-2.10,9.96,0.02,0.00,-0.00,2025-2-6,20:30:8
-0.53,-2.10,9.81,0.01,0.00,0.00,2025-2-6,20:30:8
-0.74,-2.10,9.44,-0.02,-0.01,-0.00,2025-2-6,20:30:8
-0.17,-2.14,9.88,0.01,-0.01,-0.00,2025-2-6,20:30:8
-0.65,-2.39,9.69,0.01,0.00,0.00,2025-2-6,20:30:8
-0.84,-2.06,9.58,-0.00,-0.01,-0.00,2025-2-6,20:30:8
-1.30,-2.06,9.90,0.00,-0.01,-0.00,2025-2-6,20:30:8
-0.63,-2.24,9.59,-0.01,-0.00,-0.00,2025-2-6,20:30:8
-0.97,-2.08,9.84,0.01,0.01,-0.00,2025-2-6,20:30:8
-0.47,-2.10,9.73,0.01,0.00,-0.00,2025-2-6,20:30:8
-0.57,-2.10,9.61,-0.01,-0.00,-0.00,2025-2-6,20:30:8
-0.55,-2.12,9.96,0.00,-0.00,0.00,2025-2-6,20:30:8
-0.59,-2.08,9.63,0.01,-0.00,-0.00,2025-2-6,20:30:8
-0.42,-2.10,9.81,-0.00,0.00,-0.00,2025-2-6,20:30:8
-0.45,-2.10,9.79,0.00,0.00,-0.00,2025-2-6,20:30:8
-0.55,-2.10,9.71,-0.00,-0.00,-0.00,2025-2-6,20:30:8
-0.55,-2.08,9.65,-0.00,-0.00,-0.00,2025-2-6,20:30:8
-0.51,-2.08,9.69,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.55,-2.12,9.67,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.63,-2.10,9.86,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.47,-2.08,9.73,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.47,-2.08,9.77,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.47,-2.10,9.63,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.53,-2.10,9.73,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.47,-2.10,9.65,-0.00,-0.00,-0.00,2025-2-6,20:30:9
-0.47,-2.10,9.63,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.57,-2.12,9.79,-0.01,0.00,-0.00,2025-2-6,20:30:9
-0.55,-2.12,9.75,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.49,-2.10,9.79,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.51,-2.10,9.81,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.49,-2.08,9.73,0.00,-0.00,0.00,2025-2-6,20:30:9
-0.57,-2.10,9.79,-0.00,-0.00,-0.00,2025-2-6,20:30:9
-0.55,-2.10,9.77,0.00,-0.00,0.00,2025-2-6,20:30:9
-0.55,-2.06,9.69,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.61,-2.08,9.79,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.61,-2.10,9.77,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.59,-2.10,9.81,0.00,-0.00,-0.00,2025-2-6,20:30:9
-0.63,-2.08,9.79,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.59,-2.08,9.73,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.51,-2.08,9.77,0.00,0.00,-0.00,2025-2-6,20:30:9
-0.61,-2.06,9.71,0.00,-0.00,-0.00,2025-2-6,20:30:9
-0.47,-2.10,9.75,0.00,0.00,0.00,2025-2-6,20:30:9
-0.55,-2.10,9.65,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.51,-2.10,9.58,-0.00,0.00,-0.00,2025-2-6,20:30:9
-0.57,-2.12,9.73,0.00,-0.00,-0.00,2025-2-6,20:30:9
-0.57,-2.08,9.69,0.00,-0.00,-0.00,2025-2-6,20:30:9
-0.49,-2.10,9.67,-0.00,0.00,-0.00,2025-2-6,20:30:10
-0.53,-2.08,9.69,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.57,-2.12,9.75,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.53,-2.08,9.79,-0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.55,-2.08,9.63,0.00,-0.00,0.00,2025-2-6,20:30:10
-0.45,-2.10,9.73,-0.00,-0.00,0.00,2025-2-6,20:30:10
-0.59,-2.08,9.75,-0.00,0.00,-0.00,2025-2-6,20:30:10
-0.55,-2.12,9.71,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.65,-2.10,9.77,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.65,-2.08,9.69,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.59,-2.10,9.73,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.49,-2.10,9.69,-0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.51,-2.12,9.82,-0.00,0.00,-0.00,2025-2-6,20:30:10
-0.59,-2.10,9.79,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.53,-2.10,9.67,0.00,0.00,0.00,2025-2-6,20:30:10
-0.59,-2.10,9.75,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.57,-2.10,9.71,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.53,-2.10,9.69,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.55,-2.08,9.69,-0.00,0.00,-0.00,2025-2-6,20:30:10
-0.67,-2.10,9.77,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.55,-2.08,9.77,-0.00,0.00,0.00,2025-2-6,20:30:10
-0.51,-2.08,9.86,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.44,-2.10,9.54,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.51,-2.08,9.79,-0.01,-0.01,-0.00,2025-2-6,20:30:10
-0.45,-2.10,9.67,0.00,0.00,-0.00,2025-2-6,20:30:10
-0.55,-2.10,9.94,-0.01,0.00,-0.00,2025-2-6,20:30:10
-0.51,-2.08,9.61,0.00,-0.00,0.00,2025-2-6,20:30:10
-0.55,-2.10,9.84,-0.01,0.00,-0.00,2025-2-6,20:30:10
-0.51,-2.12,9.75,0.00,-0.00,-0.00,2025-2-6,20:30:10
-0.55,-2.12,9.59,-0.00,0.00,0.00,2025-2-6,20:30:11
-0.65,-2.10,9.84,-0.01,0.00,-0.00,2025-2-6,20:30:11
-0.51,-2.12,9.50,0.01,-0.00,0.00,2025-2-6,20:30:11
-0.59,-2.12,9.81,-0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.53,-2.08,9.73,0.00,-0.00,0.00,2025-2-6,20:30:11
-0.53,-2.16,9.61,0.00,0.00,-0.00,2025-2-6,20:30:11
-0.47,-2.18,9.84,-0.00,0.00,-0.00,2025-2-6,20:30:11
-0.47,-2.12,9.71,0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.53,-2.10,9.77,-0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.59,-2.10,9.77,0.00,0.00,-0.00,2025-2-6,20:30:11
-0.51,-2.12,9.63,0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.51,-2.10,9.81,-0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.55,-2.10,9.71,-0.00,0.00,-0.00,2025-2-6,20:30:11
-0.55,-2.10,9.77,-0.00,0.01,-0.00,2025-2-6,20:30:11
-0.80,-2.12,9.81,-0.00,0.00,-0.00,2025-2-6,20:30:11
-0.57,-2.10,9.79,0.00,0.00,-0.00,2025-2-6,20:30:11
-0.59,-2.10,9.79,-0.00,0.00,-0.00,2025-2-6,20:30:11
-0.78,-2.10,9.59,0.00,0.00,-0.00,2025-2-6,20:30:11
-0.30,-2.10,9.81,-0.00,-0.00,0.00,2025-2-6,20:30:11
-0.53,-2.10,9.69,-0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.78,-2.08,9.59,0.00,0.00,-0.00,2025-2-6,20:30:11
-0.57,-2.10,9.77,-0.00,0.00,0.00,2025-2-6,20:30:11
-0.65,-2.08,9.88,0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.40,-2.08,9.79,-0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.44,-2.08,9.82,-0.01,0.00,0.00,2025-2-6,20:30:11
-0.51,-2.22,9.77,0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.55,-2.06,9.73,-0.00,-0.00,-0.00,2025-2-6,20:30:11
-0.59,-2.08,9.79,-0.00,0.00,-0.00,2025-2-6,20:30:11
-0.65,-2.10,9.65,0.00,0.00,-0.00,2025-2-6,20:30:11
-0.65,-2.08,9.69,0.00,-0.00,-0.00,2025-2-6,20:30:12
-0.53,-2.10,9.79,-0.00,-0.00,-0.00,2025-2-6,20:30:12
-0.53,-2.10,9.69,0.00,-0.00,-0.00,2025-2-6,20:30:12
-0.55,-2.10,9.77,0.00,-0.00,-0.00,2025-2-6,20:30:12
-0.61,-2.10,9.71,0.00,0.00,-0.00,2025-2-6,20:30:12
-0.47,-2.10,9.69,-0.00,0.00,-0.00,2025-2-6,20:30:12
-0.51,-2.10,9.59,0.00,-0.00,-0.00,2025-2-6,20:30:12
-0.47,-2.10,9.82,0.00,0.00,-0.00,2025-2-6,20:30:12
-0.53,-2.08,9.81,-0.00,0.00,-0.00,2025-2-6,20:30:12
-0.61,-2.08,9.75,-0.00,0.00,-0.00,2025-2-6,20:30:12
-0.61,-2.10,9.73,-0.00,0.00,-0.00,2025-2-6,20:30:12
-0.51,-2.08,9.86,-0.00,0.00,-0.00,2025-2-6,20:30:12
-0.53,-2.12,9.77,0.00,0.00,0.00,2025-2-6,20:30:12
-0.53,-2.12,9.77,-0.00,0.00,-0.00,2025-2-6,20:30:12
-0.13,-2.08,9.48,-0.00,-0.01,-0.00,2025-2-6,20:30:12
-0.34,-2.26,9.48,-0.01,0.00,-0.00,2025-2-6,20:30:12
-0.17,-2.08,9.67,0.00,-0.01,-0.01,2025-2-6,20:30:12
-0.65,-2.08,9.71,0.00,-0.01,-0.00,2025-2-6,20:30:12
